COD,Departamento,Departamento_name,Municipio_name
54871,54,Norte de Santander,Villa Caro
54874,54,Norte de Santander,Villa del Rosario
63001,63,Quindio,Armenia
63111,63,Quindio,Buenavista
63130,63,Quindio,Calarca
63190,63,Quindio,Circasia
63212,63,Quindio,Cordoba
63272,63,Quindio,Filandia
63302,63,Quindio,Genova
63401,63,Quindio,La Tebaida
63470,63,Quindio,Montenegro
63548,63,Quindio,Pijao
63594,63,Quindio,Quimbaya
63690,63,Quindio,Salento
66001,66,Risaralda,Pereira
66045,66,Risaralda,Apia
66075,66,Risaralda,Balboa
66088,66,Risaralda,Belen de Umbria
66170,66,Risaralda,Dosquebradas
66318,66,Risaralda,Guatica
66383,66,Risaralda,La Celia
66400,66,Risaralda,La Virginia
66440,66,Risaralda,Marsella
66456,66,Risaralda,Mistrato
66572,66,Risaralda,Pueblo Rico
66594,66,Risaralda,Quinchia
66682,66,Risaralda,Santa Rosa de Cabal
66687,66,Risaralda,Santuario
68001,68,Santander,Bucaramanga
68013,68,Santander,Aguada
68020,68,Santander,Albania
68051,68,Santander,Aratoca
68077,68,Santander,Barbosa
68079,68,Santander,Barichara
68081,68,Santander,Barrancabermeja
68092,68,Santander,Betulia
68101,68,Santander,Bolivar
68121,68,Santander,Cabrera
68132,68,Santander,California
68147,68,Santander,Capitanejo
68152,68,Santander,Carcasi
68160,68,Santander,Cepita
68162,68,Santander,Cerrito
68167,68,Santander,Charala
68169,68,Santander,Charta
68176,68,Santander,Chima
68179,68,Santander,Chipata
68190,68,Santander,Cimitarra
68207,68,Santander,Concepcion
68209,68,Santander,Confines
68211,68,Santander,Contratacion
68217,68,Santander,Coromoro
68229,68,Santander,Curiti
68235,68,Santander,El Carmen de Chucuri
68245,68,Santander,El Guacamayo
68250,68,Santander,El Penon
68255,68,Santander,El Playon
68264,68,Santander,Encino
68266,68,Santander,Enciso
68271,68,Santander,Florian
68276,68,Santander,Floridablanca
68296,68,Santander,Galan
68298,68,Santander,Gambita
68307,68,Santander,Giron
68318,68,Santander,Guaca
68320,68,Santander,Guadalupe
68322,68,Santander,Guapota
68324,68,Santander,Guavata
68327,68,Santander,Guepsa
68344,68,Santander,Hato
68368,68,Santander,Jesus Maria
68370,68,Santander,Jordan
68377,68,Santander,La Belleza
68385,68,Santander,Landazuri
68397,68,Santander,La Paz
68406,68,Santander,Lebrija
68418,68,Santander,Los Santos
68425,68,Santander,Macaravita
68432,68,Santander,Malaga
68444,68,Santander,Matanza
68464,68,Santander,Mogotes
68468,68,Santander,Molagavita
68498,68,Santander,Ocamonte
68500,68,Santander,Oiba
68502,68,Santander,Onzaga
68522,68,Santander,Palmar
68524,68,Santander,Palmas del Socorro
68533,68,Santander,Paramo
68547,68,Santander,Piedecuesta
68549,68,Santander,Pinchote
68572,68,Santander,Puente Nacional
68573,68,Santander,Puerto Parra
68575,68,Santander,Puerto Wilches
68615,68,Santander,Rionegro
68655,68,Santander,Sabana de Torres
68669,68,Santander,San Andres
68673,68,Santander,San Benito
68679,68,Santander,San Gil
68682,68,Santander,San Joaquin
68684,68,Santander,San Jose de Miranda
68686,68,Santander,San Miguel
68689,68,Santander,San Vicente de Chucuri
68705,68,Santander,Santa Barbara
68720,68,Santander,Santa Helena del Opon
68745,68,Santander,Simacota
68755,68,Santander,Socorro
68770,68,Santander,Suaita
68773,68,Santander,Sucre
68780,68,Santander,Surata
68820,68,Santander,Tona
68855,68,Santander,Valle de San Jose
68861,68,Santander,Velez
68867,68,Santander,Vetas
68872,68,Santander,Villanueva
68895,68,Santander,Zapatoca
70001,70,Sucre,Sincelejo
70110,70,Sucre,Buenavista
70124,70,Sucre,Caimito
70204,70,Sucre,Coloso
70215,70,Sucre,Corozal
70221,70,Sucre,Covenas
70230,70,Sucre,Chalan
70233,70,Sucre,El Roble
70235,70,Sucre,Galeras
70265,70,Sucre,Guaranda
70400,70,Sucre,La Union
70418,70,Sucre,Los Palmitos
70429,70,Sucre,Majagual
70473,70,Sucre,Morroa
70508,70,Sucre,Ovejas
70523,70,Sucre,Palmito
70670,70,Sucre,Sampues
70678,70,Sucre,San Benito Abad
70702,70,Sucre,San Juan de Betulia
70708,70,Sucre,San Marcos
70713,70,Sucre,San Onofre
70717,70,Sucre,San Pedro
70742,70,Sucre,San Luis de Since
70771,70,Sucre,Sucre
70820,70,Sucre,Santiago de Tolu
70823,70,Sucre,Tolu Viejo
73001,73,Tolima,Ibague
73024,73,Tolima,Alpujarra
73026,73,Tolima,Alvarado
73030,73,Tolima,Ambalema
73043,73,Tolima,Anzoategui
73055,73,Tolima,Armero
73067,73,Tolima,Ataco
73124,73,Tolima,Cajamarca
73148,73,Tolima,Carmen de Apicala
73152,73,Tolima,Casabianca
73168,73,Tolima,Chaparral
73200,73,Tolima,Coello
73217,73,Tolima,Coyaima
73226,73,Tolima,Cunday
73236,73,Tolima,Dolores
73268,73,Tolima,Espinal
73270,73,Tolima,Falan
73275,73,Tolima,Flandes
73283,73,Tolima,Fresno
73319,73,Tolima,Guamo
73347,73,Tolima,Herveo
73349,73,Tolima,Honda
73352,73,Tolima,Icononzo
73408,73,Tolima,Lerida
73411,73,Tolima,Libano
73443,73,Tolima,Mariquita
73449,73,Tolima,Melgar
73461,73,Tolima,Murillo
73483,73,Tolima,Natagaima
73504,73,Tolima,Ortega
73520,73,Tolima,Palocabildo
73547,73,Tolima,Piedras
73555,73,Tolima,Planadas
73563,73,Tolima,Prado
73585,73,Tolima,Purificacion
73616,73,Tolima,Rioblanco
73622,73,Tolima,Roncesvalles
73624,73,Tolima,Rovira
73671,73,Tolima,Saldana
73675,73,Tolima,San Antonio
73678,73,Tolima,San Luis
73686,73,Tolima,Santa Isabel
73770,73,Tolima,Suarez
73854,73,Tolima,Valle de San Juan
73861,73,Tolima,Venadillo
73870,73,Tolima,Villahermosa
73873,73,Tolima,Villarrica
76001,76,Valle del Cauca,Cali
76020,76,Valle del Cauca,Alcala
76036,76,Valle del Cauca,Andalucia
76041,76,Valle del Cauca,Ansermanuevo
76054,76,Valle del Cauca,Argelia
76100,76,Valle del Cauca,Bolivar
76109,76,Valle del Cauca,Buenaventura
76111,76,Valle del Cauca,Guadalajara de Buga
76113,76,Valle del Cauca,Bugalagrande
76122,76,Valle del Cauca,Caicedonia
76126,76,Valle del Cauca,Calima
76130,76,Valle del Cauca,Candelaria
76147,76,Valle del Cauca,Cartago
76233,76,Valle del Cauca,Dagua
76243,76,Valle del Cauca,El Aguila
76246,76,Valle del Cauca,El Cairo
76248,76,Valle del Cauca,El Cerrito
76250,76,Valle del Cauca,El Dovio
76275,76,Valle del Cauca,Florida
76306,76,Valle del Cauca,Ginebra
76318,76,Valle del Cauca,Guacari
76364,76,Valle del Cauca,Jamundi
76377,76,Valle del Cauca,La Cumbre
76400,76,Valle del Cauca,La Union
76403,76,Valle del Cauca,La Victoria
76497,76,Valle del Cauca,Obando
76520,76,Valle del Cauca,Palmira
76563,76,Valle del Cauca,Pradera
76606,76,Valle del Cauca,Restrepo
76616,76,Valle del Cauca,Riofrio
76622,76,Valle del Cauca,Roldanillo
76670,76,Valle del Cauca,San Pedro
76736,76,Valle del Cauca,Sevilla
76823,76,Valle del Cauca,Toro
76828,76,Valle del Cauca,Trujillo
76834,76,Valle del Cauca,Tulua
76845,76,Valle del Cauca,Ulloa
76863,76,Valle del Cauca,Versalles
76869,76,Valle del Cauca,Vijes
76890,76,Valle del Cauca,Yotoco
76892,76,Valle del Cauca,Yumbo
76895,76,Valle del Cauca,Zarzal
81001,81,Arauca,Arauca
81065,81,Arauca,Arauquita
81220,81,Arauca,Cravo Norte
81300,81,Arauca,Fortul
81591,81,Arauca,Puerto Rondon
81736,81,Arauca,Saravena
81794,81,Arauca,Tame
85001,85,Casanare,Yopal
85010,85,Casanare,Aguazul
85015,85,Casanare,Chameza
85125,85,Casanare,Hato Corozal
85136,85,Casanare,La Salina
85139,85,Casanare,Mani
85162,85,Casanare,Monterrey
85225,85,Casanare,Nunchia
85230,85,Casanare,Orocue
85250,85,Casanare,Paz de Ariporo
85263,85,Casanare,Pore
85279,85,Casanare,Recetor
85300,85,Casanare,Sabanalarga
85315,85,Casanare,Sacama
85325,85,Casanare,San Luis de Palenque
85400,85,Casanare,Tamara
85410,85,Casanare,Tauramena
85430,85,Casanare,Trinidad
85440,85,Casanare,Villanueva
86001,86,Putumayo,Mocoa
86219,86,Putumayo,Colon
86320,86,Putumayo,Orito
86568,86,Putumayo,Puerto Asis
86569,86,Putumayo,Puerto Caicedo
86571,86,Putumayo,Puerto Guzman
86573,86,Putumayo,Leguizamo
86749,86,Putumayo,Sibundoy
86755,86,Putumayo,San Francisco
86757,86,Putumayo,San Miguel
86760,86,Putumayo,Santiago
86865,86,Putumayo,Valle del Guamuez
86885,86,Putumayo,Villagarzon
88001,88,Archipielago de San Andres,San Andres
88564,88,Archipielago de San Andres,Providencia
91001,91,Amazonas,Leticia
91263,91,Amazonas,El Encanto (ANM)
91405,91,Amazonas,La Chorrera (ANM)
91407,91,Amazonas,La Pedrera (ANM)
91430,91,Amazonas,La Victoria (ANM)
91460,91,Amazonas,Miriti - Parana (ANM)
91530,91,Amazonas,Puerto Alegria (ANM)
91536,91,Amazonas,Puerto Arica (ANM)
91540,91,Amazonas,Puerto Narino
91669,91,Amazonas,Puerto Santander (ANM)
91798,91,Amazonas,Tarapaca (ANM)
94001,94,Guainia,Inirida
94343,94,Guainia,Barranco Minas (ANM)
94663,94,Guainia,Mapiripana (ANM)
94883,94,Guainia,San Felipe (ANM)
94884,94,Guainia,Puerto Colombia (ANM)
94885,94,Guainia,La Guadalupe (ANM)
94886,94,Guainia,Cacahual (ANM)
94887,94,Guainia,Pana Pana (ANM)
94888,94,Guainia,Morichal (ANM)
95001,95,Guaviare,San Jose del Guaviare
95015,95,Guaviare,Calamar
95025,95,Guaviare,El Retorno
95200,95,Guaviare,Miraflores
97001,97,Vaupes,Mitu
97161,97,Vaupes,Caruru
97511,97,Vaupes,Pacoa (ANM)
97666,97,Vaupes,Taraira
97777,97,Vaupes,Papunaua (ANM)
97889,97,Vaupes,Yavarate (ANM)
99001,99,Vichada,Puerto Carreno
99524,99,Vichada,La Primavera
99624,99,Vichada,Santa Rosalia
99773,99,Vichada,Cumaribo
